Title,Teks,Media,Label,Link;;;;;;;;
"Prediksi LaLiga Valencia vs Real Madrid: Kesempatan Emas ke Puncak Klasemen,""Liputan6.com, Jakarta - Real Madrid bertamu ke markas Valencia pada lanjutan LaLiga 2024/2025 di Estadio Mestalla, Sabtu (4/1/2025) pukul 03.00 WIB. Pertandingan bisa disaksikan melalui streaming Vidio.";;;;;;;;
Laga ini merupakan partai tunda jornada ke-12 yang semestinya berlangsung awal November lalu. Namun, duel urung dilaksanakan menyusul bencana banjir yang menerpa kawasan Valencia.;;;;;;;;
Baca Juga;;;;;;;;
Kompetisi lalu bergulir, dengan pertarungan nanti berubah menjadi kesempatan emas bagi Los Blancos. Anak asuh Carlo Ancelotti berpeluang menduduki puncak klasemen asalkan membawa pulang angka. Saat ini Real Madrid memiliki 40 poin, hanya tertinggal satu nilai dari Atletico Madrid yang berkuasa.;;;;;;;;
Advertisement;;;;;;;;
Momen ini tidak akan disangka jika mengingat performa sebelumnya. Real Madrid tertinggal enam poin usai dipermalukan rival abadi Barcelona 0-4 pada akhir Oktober.;;;;;;;;
Namun setelahnya mereka bangkit dengan meraih lima kemenangan dalam tujuh pertandingan. Performa positif tersebut berpotensi berlanjut melihat keterpurukan Valencia yang sedang berkutat di zona degradasi.;;;;;;;;
Lihat perkiraan pemain, rekor pertemuan, perbandingan performa, dan dapatkan link live streaming LaLiga Valencia vs Real Madrid di halaman berikut:;;;;;;;;
Valencia (4-2-3-1): Dimitrievski; Vazquez, Gasiorowski, Mosquera, Foulquier; Guerra, Barrenechea; Rioja, Almeida, Lopez; Duro;;;;
Real Madrid (4-2-3-1): Courtois; Camavinga, Rudiger, Tchouameni, Vazquez; Valverde, Ceballos; Vinicius, Bellingham, Rodrygo; Mbappe;;;;
03/03/24 Valencia 2-2 Real Madrid;;;;;;;;
12/11/23 Real Madrid 5-1 Valencia;;;;;;;;
21/05/23 Valencia 1-0 Real Madrid;;;;;;;;
03/02/23 Real Madrid 2-0 Valencia;;;;;;;;
12/01/23 Real Madrid 1-1 Valencia (Real Madrid menang adu penalti 4-3);;;;;;;;
05/12/24 Ejea 1-3 Valencia;;;;;;;;
08/12/24 Valencia 0-1 Rayo Vallecano;;;;;;;;
14/12/24 Real Valladolid 1-0 Valencia;;;;;;;;
19/12/24 Espanyol 1-1 Valencia;;;;;;;;
22/12/24 Valencia 2-2 Alaves;;;;;;;;
08/12/24 Girona 0-3 Real Madrid;;;;;;;;
11/12/24 Atalanta 2-3 Real Madrid;;;;;;;;
15/12/24 Rayo Vallecano 3-3 Real Madrid;;;;;;;;
19/12/24 Real Madrid 3-0 Pachuca;;;;;;;;
22/12/24 Real Madrid 4-2 Sevilla;;;;;;;;
"Link live streaming LaLiga Valencia vs Real Madrid, klik di sini..."",Liputan6.com,Liga Spanyol,https://www.liputan6.com/bola/read/5861013/prediksi-laliga-valencia-vs-real-madrid-kesempatan-emas-ke-puncak-klasemen";;;;;;;;
"Persita percaya diri hadapi Persija,""Jakarta (ANTARA) - Pelatih Persita Tangerang Fabio Lefundes mengatakan para pemainnya dalam kondisi penuh percaya diri untuk menghadapi Persija Jakarta pada laga lanjutan BRI Liga 1 2024-2025 di Jakarta International Stadium (JIS) pada Minggu (19/1).";;;;;;;;
"Pemain-pemain paham apa yang harus dipersiapkan untuk game besok dan penuh kepercayaan diri untuk main bagus besok,"""" ujar Fabio Lefundes dalam konferensi pers yang diikuti secara virtual di Jakarta, Sabtu.";;;;;;;;
Ia mengatakan, jelang bertandang ke markas Persija, tim asuhannya telah melalui persiapan yang cukup baik dalam waktu yang panjang.;;;;;;;;
"Fabio mengaku belum melihat perbedaan permainan Persija karena baru satu kali bermain pada putaran kedua liga, tetapi di putaran pertama, tim """"Macan Kemayoran"""" memiliki ide permainan yang bagus serta memiliki banyak pemain dengan keterampilan yang bagus dalam mengelola si kulit bundar.";;;;;;;;
Ia mengatakan, pada laga mendatang, Persija juga akan bermain dengan dukungan penuh dari para pendukung, tetapi juru taktik asal Brasil itu memastikan timnya sudah siap berlaga dengan menghitung berbagai kondisi yang ada.;;;;;;;;
"Semua pemain lebih suka bermain dengan puluhan ribu penonton dan mereka akan lebih termotivasi. Jadi Persija juga menikmatinya, kami juga menikmatinya dengan suporter yang banyak,"""" kata dia.";;;;;;;;
Lebih lanjut, Fabio mengatakan, saat melawan Persija, timnya tidak akan mewaspadai pemain tertentu saja tetapi semua pemain karena kekuatan tim lawan cukup merata berbagai lini.;;;;;;;;
"Semua pemain kami antisipasi karena ini permainan tim sehingga semuanya akan saling bantu,"""" tutur dia.";;;;;;;;
Fabio menambahkan, penampilan Persija pada laga kandang sejauh ini cukup bagus, namun apa pun bisa terjadi dalam sepak bola. Ia mencontohkan Persib Bandung yang sebelumnya tidak terkalahkan di kandang, akhirnya dapat dikalahkan pada laga berikutnya.;;;;;;;;
"Kalau kami tahu akan kalah, kami tidak akan datang besok, tetapi kami akan datang besok. Jadi kami siap untuk bermain,"""" ujar dia.";;;;;;;;
Persita Tangerang saat ini bertengger di peringat enam klasemen sementara BRI Liga 1 2024-2025 dengan mengoleksi 30 poin, tertinggal empat poin dari Persija Jakarta di peringkat ketiga dengan 34 poin.;;;;;;;;
"Pewarta: Aloysius LewokedaEditor: Michael Teguh Adiputra Siahaan								Copyright © ANTARA 2025"",AntaraNews.com,Liga Spanyol,https://www.antaranews.com/berita/4592530/persita-percaya-diri-hadapi-persija?utm_source=antaranews&utm_medium=desktop&utm_campaign=popular_right";;;;;;;;
"Link Live Streaming Piala Super Spanyol 2024 Real Madrid vs Barcelona, Senin 13 Januari 2025 Pukul 02.00 WIB,""Liputan6.com, Jakarta - Final Supercopa de Espana 2024 menghadirkan pertarungan musuh bebuyutan Real Madrid melawan Barcelona di Stadion King Abdullah, Jeddah, Arab Saudi, Senin (13/1/2025) pukul 02.00 WIB.";;;;;;;;
Real Madrid datang bermodalkan performa bagus ketimbang lawan. Los Blancos membukukan lima kemenangan beruntun. Sementara El Azulgrana sempat menderita dua kekalahan berturut-turut sebelum membungkam Athletic Bilbao demi merebut tiket laga puncak Piala Super Spanyol.;;;;;;;;
Baca Juga;;;;;;;;
Laga nanti merupakan El Clasico kedua musim ini. Pada pertemuan pertama di Estadio Santiago Bernabeu, Oktober lalu, Barcelona sukses mempermalukan tuan rumah 4-0.;;;;;;;;
Advertisement;;;;;;;;
"Berkaca pada pertemuan tersebut, Real Madrid berambisi membalas dendam. """"Kami terus berkembang setiap hari dan ingin memenangkan gelar pertama di tahun 2025. Ini akan menjadi pertandingan yang sulit, tetapi kami siap dan menginginkan gelar juara,"""" kata striker Real Madrid Rodrygo Goes.";;;;;;;;
Di sisi lain, kemampuan mempermalukan rival avadi menjadi motivasi lebih bagi pasukan Hansi Flick. Meski mengakui Real Madrid telah berkembang, bek Barcelona Inigo Martinez yakin timnya bisa kembali memetik hasil positif.;;;;;;;;
"Kami sangat termotivasi dan bersemangat. Ini adalah trofi pertama tahun ini dan kami ingin memenangkannya, karena dapat memberi dorongan melaju jauh di kompetisi lainnya,"""" kata Martinez.";;;;;;;;
Lihat perkiraan pemain, rekor pertemuan, perbandingan performa, dan dapatkan link live streaming Piala Super Spanyol Real Madrid vs Barcelona di halaman berikut:;;;;;;;;
Real Madrid (4-2-3-1): Thibaut Courtois; Lucas Vazquez, Aurelien Tchouameni, Antonio Rudiger, Ferland Mendy; Federico Valverde, Eduardo Camavinga; Kylian Mbappe, Jude Bellingham, Vinicius Jr;;;;;
Barcelona (4-2-3-1): Wojciech Szczęsny; Jules Kounde, Pau Cubarsi, Inigo Martinez, Alejandro Balde; Marc Casado, Pedri; Lamine Yamal, Gavi, Raphinha; Robert Lewandowski;;;;
27/10/24: Real Madrid vs Barcelona 0-4;;;;;;;;
04/08/24: Barcelona vs Real Madrid 2-1;;;;;;;;
22/04/24: Real Madrid vs Barcelona 3-2;;;;;;;;
15/01/24: Real Madrid vs Barcelona 4-1;;;;;;;;
28/10/23: Barcelona vs Real Madrid 1-2;;;;;;;;
10/01/24: Real Madrid vs Mallorca 3-0;;;;;;;;
07/01/25: Minera vs Real Madrid 0-5;;;;;;;;
04/01/25: Valencia vs Real Madrid 1-2;;;;;;;;
22/12/24: Real Madrid vs Sevilla 4-2;;;;;;;;
19/12/24: Real Madrid vs Pachuca 3-0;;;;;;;;
09/01/25: Athletic Club vs Barcelona 0-2;;;;;;;;
05/01/25: Barbastro vs Barcelona 0-4;;;;;;;;
22/12/24: Barcelona vs Atl. Madrid 1-2;;;;;;;;
16/12/24: Barcelona vs Leganés 0-1;;;;;;;;
12/12/24: Dortmund vs Barcelona 2-3;;;;;;;;
"Link live streaming Piala Super Spanyol Real Madrid vs Barcelona, silahkan kunjungi https://www.visionplus.id/webclient/#/guide/info/STND6507263479003604?delivery=DLVY6507983737000241&type=LTV"",Liputan6.com,Liga Spanyol,https://www.liputan6.com/bola/read/5878107/link-live-streaming-piala-super-spanyol-2024-real-madrid-vs-barcelona-senin-13-januari-2025-pukul-0200-wib";;;;;;;;
"Eric Garcia Tolak Tiga Klub Raksasa Eropa Demi Barcelona,""Liputan6.com, Jakarta- Drama transfer tengah menyelimuti Camp Nou ketika terungkap bahwa tiga klub telah mengajukan tawaran untuk Eric Garcia, namun bek berusia 23 tahun ini memilih untuk tetap setia dengan Barcelona di jendela transfer Januari.";;;;;;;;
Di bawah arahan Hansi Flick, Garcia mengalami musim yang kurang menggembirakan. Dari 13 penampilannya di berbagai kompetisi, hanya lima kali ia dipercaya mengisi posisi starter. Situasi ini menimbulkan tanda tanya besar tentang masa depannya di klub Catalan.;;;;;;;;
Momen krusial terjadi saat pertandingan melawan Atletico Madrid akhir pekan lalu. Garcia hanya mendapat kesempatan bermain 10 menit di penghujung laga, namun kehadirannya tak mampu mencegah tim asuhan Diego Simeone mencuri kemenangan dramatis 2-1.;;;;;;;;
Advertisement;;;;;;;;
Sebelumnya, Garcia memang diberi kesempatan starter saat menghadapi Leganes, namun nasib malang menghampirinya di Liga Champions. Satu-satunya kesempatan starter berakhir tragis saat ia harus meninggalkan lapangan hanya setelah 10 menit melawan Monaco di laga pembuka.;;;;;;;;
Dengan kontrak yang hanya tersisa 18 bulan, masa depan Garcia kian tidak menentu. Persaingan ketat dengan quartet tangguh Pau Cubarsi, Ronald Araujo, Andreas Christensen, dan Inigo Martinez membuat posisinya semakin terpinggirkan di lini belakang Blaugrana.;;;;;;;;
Media SPORT mengungkap bahwa tiga klub papan atas telah mengajukan lamaran untuk Eric Garcia. Newcastle United muncul sebagai salah satu peminat serius, mengingat mereka kehilangan dua bek andalan, Jamaal Lascelles dan Sven Botman, akibat cedera lutut berkepanjangan.;;;;;;;;
Selain The Magpies, Girona yang pernah menjadi rumah sementara Garcia musim lalu dan raksasa Portugal Porto juga telah mengulurkan tangan. Namun, Barcelona tampaknya lebih condong pada tawaran dari Liga Premier.;;;;;;;;
Garcia sendiri bukan orang baru di sepak bola Inggris. Ia pernah mencatatkan 19 penampilan bersama Manchester City (2017-2021) sebelum akhirnya kembali ke pelukan Barcelona dengan status bebas transfer.;;;;;;;;
Menariknya, di tengah minimnya waktu bermain, bek berbakat ini justru memilih untuk bertahan. Sebuah keputusan yang mungkin mengejutkan, mengingat Barcelona sendiri tidak keberatan melepasnya dengan harga yang sesuai.;;;;;;;;
Hansi Flick masih melihat potensi besar dalam diri Garcia. Kemampuannya bermain di posisi bek tengah dan gelandang bertahan menjadi nilai plus yang membuat pelatih Jerman ini berencana memaksimalkan jasanya di sisa musim.;;;;;;;;
Sepanjang kariernya di Camp Nou, Garcia telah menyumbang satu gol dan tiga assist dalam 83 penampilan. Kini, ia akan terus berjuang bersama Blaugrana yang harus puas di posisi ketiga La Liga setelah kekalahan dari Atletico Madrid dan kemenangan rival bebuyutan Real Madrid atas Sevilla.;;;;;;;;
Meski Eric Garcia tampaknya akan bertahan di Camp Nou, situasi finansial Barcelona masih membutuhkan penyegaran skuad, terutama untuk membuka ruang bagi talenta baru.;;;;;;;;
Drama transfer kian memanas ketika terungkap bahwa klub Catalan masih kesulitan mendaftarkan Dani Olmo untuk paruh kedua musim ini. Sebagai solusi, mereka melirik opsi pelepasan beberapa pemain, dengan Ansu Fati menjadi salah satu kandidat utama.;;;;;;;;
Namun, rencana Barcelona sepertinya akan menemui jalan terjal. Layaknya Garcia, Fati menunjukkan ketegasan untuk bertahan. Sikap serupa juga ditunjukkan Frenkie de Jong, gelandang  yang masa depannya selalu dihiasi tanda tanya.;;;;;;;;
"Situasi ini menempatkan Blaugrana dalam posisi rumit, di satu sisi membutuhkan penyegaran skuad, namun di sisi lain harus menghadapi loyalitas para pemainnya yang enggan hengkang di tengah musim."",Liputan6.com,Liga Spanyol,https://www.liputan6.com/bola/read/5849659/eric-garcia-tolak-tiga-klub-raksasa-eropa-demi-barcelona";;;;;;;;
"Madrid Diuntungkan Keputusan Wasit soal Penalti, Simeone: Enggak Kaget,""Pelatih Atletico Madrid Diego Simeone mengolok-olok Real Madrid. Menyusul keputusan wasit yang menguntungkan Madrid dalam kemenangan 5-2 atas Celta Vigo.";;;;;;;;
Madrid menjamu Celta Vigo di Santiago Bernabeu pada laga babak 16 besar Copa del Rey, kemarin (17/1/2025). Dalam kedudukan masih tanpa gol, Andriy Lunin mengganjal Williot Swedberg di kotak penalti tapi wasit tidak memberikan tendangan 12 pas kepada Celta.;;;;;;;;
Hanya sesaat berikutnya, Madrid langsung mencetak gol pembuka melalui Kylian Mbappe, dan unggul dua gol setelah Vinicius Junior memperbesar skor usai restart. Celta memaksakan extra time setelah mencetak gol balasan dari Jonathan Bamba dan Marcos Alonso (penalti). Akan tetapi, Los Blancos akhirnya jadi pemenang usai dua gol Endrick dan satu gol lain Federico Valverde bersarang di gawang tim tamu pada periode 2x15 menit.;;;;;;;;
ADVERTISEMENT;;;;;;;;
SCROLL TO CONTINUE WITH CONTENT;;;;;;;;
Keputusan wasit terkait penalti yang menguntungkan Real Madrid itu lantas menjadi pembahasan hangat. Tidak bisa dipungkiri bahwa hasil pertandingan mungkin saja akan berbeda seandainya Celta Vigo mendapatkan hadiah penalti karena pelanggaran Lunin tersebut.;;;;;;;;
"Simeone tidak melewatkan kesempatan untuk mencemooh Madrid. Cholo mengisyaratkan bahwa Madrid memang kerap """"dibantu"""" wasit.";;;;;;;;
"Saya enggak menonton pertandingannya,"""" kata pelatih Argentina itu dikutip Mundo Deportivo.";;;;;;;;
"Mereka memberitahu saya tentang beberapa insiden yang terjadi di sepanjang permainan... tapi ini kan sudah seperti itu selama 100 tahun. Saya tidak tahu mengapa hal itu mengejutkan Anda,"""" ceplos Diego Simeone.";;;;;;;;
Kemenangan kontroversial itu meloloskan Real Madrid ke perempatfinal Copa del Rey. Seiring kelolosan Atletico Madrid dan Barcelona, ada peluang tercipta Derby Madrid ataupun El Clasico di fase ini, yang baru akan diketahui dalam pengundian pada Senin (20/1) waktu setempat.;;;;;;;;
"[Gambas:Twitter]"",Liputan6.com,Liga Spanyol,https://sport.detik.com/sepakbola/liga-spanyol/d-7737979/madrid-diuntungkan-keputusan-wasit-soal-penalti-simeone-enggak-kaget";;;;;;;;
"Real Madrid Dihajar Barcelona, Ancelotti Nilai Cuma Mbappe yang Bagus,""Real Madrid kalah di final Piala Super Spanyol usai dilibas Barcelona 2-5. Carlo Ancelotti mengakui timnya tidak main bagus, kecuali satu pemain.";;;;;;;;
El Clasico tersaji di final Piala Super Spanyol. Laga Madrid vs Barcelona digelar di Stadion King Abdullah Sports City, Jeddah, Arab Saudi, Senin (13/1/2025) dini hari WIB.;;;;;;;;
Madrid sempat unggul cepat lewat gol Kylian Mbappe pada menit kelima. Namun, Barcelona lantas mengamuk dengan mencetak empat gol pada babak pertama.;;;;;;;;
ADVERTISEMENT;;;;;;;;
SCROLL TO CONTINUE WITH CONTENT;;;;;;;;
Pada paruh kedua, Barcelona menjauh dengan menambah satu gol lagi setelah Raphinha mencetak gol keduanya di laga ini. Madrid cuma bisa membalas sekali lewat Rodrygo.;;;;;;;;
Ancelotti enggan mencari-cari alasan atas kekalahan telak Real Madrid. Menurutnya, hanya Mbappe yang main bagus di laga ini.;;;;;;;;
"Anda harus bertahan dengan baik untuk memenangi pertandingan seperti ini. Barcelona pantas menang, mereka bertahan lebih baik daripada kami,"""" ujar Ancelotti seperti dilansir Football Espana.";;;;;;;;
"Tim tidak terlihat bagus, tapi saya tidak akan menyalahkan siapa pun. Mbappe main bagus, mungkin dia satu-satunya, dia mencetak gol.""""";;;;;;;;
"Saya tidak akan menyebut nama soal ini, tapi kami tidak bagus sejak menit pertama dan performanya tidak keluar,"""" kata Ancelotti menegaskan."",Liputan6.com,Liga Spanyol,https://sport.detik.com/sepakbola/liga-spanyol/d-7729488/real-madrid-dihajar-barcelona-ancelotti-nilai-cuma-mbappe-yang-bagus";;;;;;;;
"Ancelotti sebut Real Madrid kecolongan ketika taklukkan Celta Vigo,""Jakarta (ANTARA) - Pelatih Real Madrid Carlo Ancelotti menyebut timnya sempat kecolongan meski mampu menaklukkan Celta Vigo 5-2 pada babak 16 besar Copa del Rey (Piala Raja).";;;;;;;;
Dikutip dari laman resmi klub, Jumat, Ancelotti menjelaskan jika timnya menyia-nyiakan keunggulan dua gol yang mereka miliki sehingga laga terpaksa dilanjutkan ke babak tambahan.;;;;;;;;
Pelatih berkebangsaan Italia tersebut menjelaskan, meski sempat kecolongan, anak-anak asuhnya mampu memberikan reaksi dengan baik dan mencetak tiga gol kemenangan.;;;;;;;;
"Ketika pertandingan hampir selesai kami kebobolan dua gol dan pertandingan diperpanjang. Kami memainkan permainan yang bagus hingga menit ke-70, kami mencetak gol ketiga tetapi itu keluar dari permainan,"""" ungkap Ancelotti.";;;;;;;;
"Reaksi tim terhadap perpanjangan ini bagus. Pada akhirnya semuanya berhasil. Terjadi tensi rendah pada gol kedua. Kami bermain buruk dari belakang, dengan posisi yang buruk dan membuka permainan. Kami berlatih untuk menghindari kesalahan seperti ini,"""" sambungnya.";;;;;;;;
Mantan pelatih AC Milan itu melanjutkan, selain memberikan reaksi setelah kebobolan dua gol, anak-anak asuhnya menunjukkan perkembangan dibanding laga menghadapi Barcelona pada ajang Piala Super Spanyol.;;;;;;;;
Baca juga: Endrick persembahkan dua gol di Copa del Rey untuk Rudiger;;;;;;;;
Ancelotti kemudian merujuk pada sejumlah pemain, seperti Aurelien Tchouameni, Vinicius Junior dan Kylian Mbappe disamping Endrick yang mencetak dua gol pada pertandingan ini.;;;;;;;;
"Dia (Tchouameni) pemain yang berkarakter, dia kembali ke posisinya dan membantu tim di sisi pertahanan. Dia telah memulihkan banyak bola, membantu dua pembangkit tenaga listrik, bagus dalam menekan dan membantu Modrica dan Ceballos dalam keluarnya bola,"""" jelas Ancelotti.";;;;;;;;
"Vini lelah dan menjadi penentu di depan bersama Mbappé. Saya melepasnya karena saya punya pemain segar seperti Rodrygo dan saya ingin mengambil keuntungan dari itu,"""" sambung dia.";;;;;;;;
"Dia kembali ke level terbaiknya dan dia bermain sangat baik. Dia mencetak gol, tidak terkawal dengan banyak kontinuitas, dia telah membantu kami di periode ini dan di pertandingan berikutnya,"""" pungkasnya.";;;;;;;;
Baca juga: Dua gol Endrick bantu Real Madrid ke perempat final Copa del Rey;;;;;;;;
Baca juga: Menang 5-1 atas Real Betis, Flick puji jebolan La Masia Barcelona;;;;;;;;
"Pewarta: Aldi SultanEditor: Eka Arifa Rusqiyati								Copyright © ANTARA 2025"",AntaraNews.com,Liga Spanyol,https://www.antaranews.com/berita/4590538/ancelotti-sebut-real-madrid-kecolongan-ketika-taklukkan-celta-vigo";;;;;;;;
"Hasil Piala Super Spanyol: Kerja Keras Kalahkan Mallorca, Real Madrid Tantang Barcelona di Final,""Liputan6.com, Jakarta Real Madrid harus bekerja keras sebelum berhasil menaklukkan perlawanan Real Mallorca di semifinal Piala Super Spanyol 2025 di King Abdullah Sports City, Jeddah, Arab Saudi, Jumat dini hari WIB (10/1/2025). Los Blancos menang 3-0 dan berhak maju ke babak final.";;;;;;;;
Tiga gol kemenangan Real Madrid atas Mallorca dilesakkan Jude Bellingham, gol bunuh diri Martin Valjent, dan Rodrygo.;;;;;;;;
Advertisement;;;;;;;;
Baca Juga;;;;;;;;
Di partai puncak yang akan digelar pada 12 Januari 2025 mendatang di King Abdullah Sport City, Real Madrid akan bertemu rival abadi Barcelona, yang di laga semifinal sebelumnya mengalahkan Athletic Bilbao.;;;;;;;;
Real Madrid tampil agresif dan lebih sering mendominasi permainan sejak awal laga. Bahkan, dua peluang sudah mereka peroleh di menit-menit awal, namun tendangan Lucas Vazquez dan Bellingham masih bisa diamankan kiper Mallorca.;;;;;;;;
El Real masih dominan selepas 15 menit awal laga. Meski demikian, barisan belakang Mallorca tampil disiplin menjaga area mereka. Situasi ini membuat Kylian Mbappe dkk. frustrasi karena tak kunjung mampu memecah kebuntuan. Hingga turun minum skor masih tetap 0-0.;;;;;;;;
Real Madrid melanjutkan dominasi mereka di babak kedua. Upaya skuad asuhan Carlo Ancelotti mencetak gol baru tercipta di menit ke-63. Setelah usaha Rodrygo dan Mbappe masih bisa diblok, tembakan Bellingham akhirnya berhasil menggetarkan jala gawang Mallorca.;;;;;;;;
Ketinggalan satu gol, Mallorca masih sulit lepas dari tekanan lawannya. Sebaliknya, Real Madrid juga sering gagal menyelesaikan peluang. Vinicius yang jadi andalan di lini depan penyelesaiannya masih buruk.;;;;;;;;
Akhirnya, keunggulan Real Madrid bertambah di menit ketiga masa injury time. Bermula dari serangan cepat, Brahim Diaz menyodorkan bola ke tengah kotak penalti, namun bola menyentuh Valjent dan berbelok arah ke gawang sendiri.;;;;;;;;
Dua menit berselang, Rodrygo yang tak terkawal di tiang jauh bisa menyontek umpan silang Vazquez menjadi gol. Madrid menutup laga dengan kemenangan 3-0.;;;;;;;;
Real Madrid: Courtois; Vazquez, Tchouameni (Asencio 55'), Rudiger, Mendy; Valverde (Ceballos 75'), Camavinga; Rodrygo, Bellingham; Vinicius (Diaz 87'); Mbappe.;;;
Pelatih: Ancelotti.;;;;;;;;
Real Mallorca: Greif; Maffeo, Valjent, Raillo (Copete 34'), Mojica; Darder (Asano 71'), Mascarell, Morlanes (Samu Costa 70'), Rodriguez (Prats 81'); Larin (Navarro 70'), Muriqi.;;;;;
"Pelatih: Arrasate."",Liputan6.com,Liga Spanyol,https://www.liputan6.com/bola/read/5874614/hasil-piala-super-spanyol-kerja-keras-kalahkan-mallorca-real-madrid-tantang-barcelona-di-final";;;;;;;;
"Lewandowski: Barca Mesti Perbaiki Mentalitas!,""Barcelona masih dalam jalur memenangi gelar-gelar penting di 2024/2025. Pemain senior Barca Robert Lewandowski mendesak timnya untuk memperbaiki mentalitas.";;;;;;;;
Tak bisa dipungkiri bahwa Barca berangsur-angsur memudar di LaLiga. Setelah memenangi 11 dari 12 pertandingan pertamanya, Lewandowski dkk malah cuma cuma sekali menang dan empat kali kalah dalam tujuh pertandingan berikutnya.;;;;;;;;
Dalam periode buruk tersebut, Barcelona secara mengejutkan dipermalukan tim-tim gurem macam Las Palmas dengan skor 1-2, dan Leganes 0-1. Alhasil, Barca melorot ke peringkat tiga klasemen dengan selisih lima poin dari juara bertahan Real Madrid.;;;;;;;;
ADVERTISEMENT;;;;;;;;
SCROLL TO CONTINUE WITH CONTENT;;;;;;;;
Meski demikian, Barcelona melakoni laju yang lebih baik di Eropa. Pasukan Hansi Flick di ambang kelolosan ke fase knockout Liga Champions, setelah bertengger di peringkat dua klasemen dengan sisa dua pertandingan fase liga.;;;;;;;;
Lewandowski percaya diri bahwa Barca memiliki aspek-aspek yang dibutuhkan untuk mencapai kesuksesan besar di musim ini. Hanya saja persoalan mentalitas belum sepenuhnya sempurna.;;;;;;;;
"Masih terlalu awal untuk mengatakan apakah kami bisa [memenangi semuanya],"""" kata pemain terbaik FIFA dua kali itu kepada ESPN. """"Tentu saja, kami bisa mengalahkan siapapun.""""";;;;;;;;
"Namun, untuk memenangi semuanya Anda juga membutuhkan keberuntungan di sepanjang musim. Kami toh punya potensi yang menakjubkan, tapi potensi itu adalah hal pertama, mentalitas adalah hal kedua.""""";;;;;;;;
"Kami sudah banyak membuktikan. Kami sudah banyak membuktikan mentalitas [kami]. Namun, sebagai contoh, jika Anda ingin memenangi liga, Anda harus memenangi pertandingan-pertandingan kecil. Kami sudah kehilangan banyak poin di ... Aku tidak ingin bilang pertandingan kecil, melainkan pertandingan-pertandingan yang bagi orang-orang tidak terlalu penting, tapi ternyata penting bagi kami.""""";;;;;;;;
"Kuharap pada musim ini kami juga akan memenangi pertandingan-pertandingan itu, pertandingan-pertandingan yang harus kami menangi sekaligus pertandingan-pertandingan besar. Itu adalah langkah selanjutnya bagi para pemain muda, bagi kami, bagi semuanya untuk meningkat,"""" cetus Robert Lewandowski.";;;;;;;;
"Mentalitas yang kuat sudah pasti dibutuhkan Barcelona saat menghadapi Real Madrid di final Piala Super Spanyol 2025. Pertandingan itu dijadwalkan digelar di Jeddah, Arab Saudi, Senin (13/1) dinihari WIB."",Liputan6.com,Liga Spanyol,https://sport.detik.com/sepakbola/liga-spanyol/d-7727541/lewandowski-barca-mesti-perbaiki-mentalitas";;;;;;;;
"Gregoria telan kekalahan dari An Se Young usai beri perlawanan ketat,""Jakarta (ANTARA) - Tunggal putri Indonesia Gregoria Mariska Tunjung harus menelan kekalahan dari unggulan pertama asal Korea Selatan An Se Young pada babak semifinal India Open 2025, Sabtu.";;;;;;;;
Gregoria yang turun sebagai unggulan keempat takluk dari An Se Young melalui dua gim langsung dengan skor yang cukup ketat, 19-21, 16-21 di partai empat besar yang digelar di New Delhi tersebut.;;;;;;;;
Pada awal gim pertama, Gregoria terlihat cukup dominan dan memegang kontrol permainan dengan baik. Ia bahkan sempat unggul cukup jauh dari An dengan skor 6-2, sebelum terkejar dan disamakan kedudukannya oleh lawan dengan skor 7-7.;;;;;;;;
Baca juga: Taklukkan wakil tuan rumah, Gregoria ke semifinal India Open 2025;;;;;;;;
Perebutan angka kembali berlangsung sengit, terutama setelah interval gim pertama. Sempat tertinggal 10-13, Gregoria langsung berupaya untuk menyamakan kedudukan dengan meraih tiga poin beruntun.;;;;;;;;
Di poin-poin kritis pun, peraih medali perunggu Olimpiade Paris 2024 itu tidak kehilangan fokus dan semakin memperkecil kedudukan 19-20. Namun, An tidak menyia-nyiakan matchpoint pertamanya dan langsung merebut gim pertama dengan skor tipis 21-19.;;;;;;;;
Perebutan poin di gim kedua kembali berlangsung dengan sengit dan intens. Walaupun kali ini Gregoria belum mampu memegang kontrol permainan dari awal gim, perlahan ia bisa menyamakan kedudukan 9-9 atas peraih medali emas Olimpiade Paris 2024 tersebut.;;;;;;;;
Tunggal putri peringkat lima dunia itu sempat berada di atas angin ketika unggul tipis 12-10, tetapi masih belum cukup untuk memperlebar margin skor.;;;;;;;;
Baca juga: Jonatan ke semifinal India Open usai hentikan pemain Taiwan;;;;;;;;
Tak lama setelah papan skor menunjukkan angka 14-14, An tidak memberikan kesempatan untuk Gregoria mengembangkan permainannya. Tunggal putri peringkat satu dunia itu semakin kokoh, baik dalam pertahanan maupun serangan, sehingga ia meraih empat poin beruntun dan unggul 18-14 dari Gregoria.;;;;;;;;
Perlawanan Gregoria di detik-detik terakhir pun masih belum bisa mencegah An untuk kembali membungkus kemenangan pada pertemuan ke-11 mereka kali ini.;;;;;;;;
Dengan kemenangan ini, maka An akan berjumpa dengan wakil Thailand Pornpawee Chocuwong pada partai puncak India Open 2025, Minggu (19/1).;;;;;;;;
Sementara itu, Indonesia masih memiliki satu wakil lagi untuk berlaga di babak semifinal turnamen BWF Super 750 ini.;;;;;;;;
